Lat_Grid,Lon_Grid,Kode_Klaster,Status_Area
-11.8,113.4,2,BAHAYA (Merah)
-11.0,95.4,1,WASPADA (Kuning)
-11.0,108.1,1,WASPADA (Kuning)
-11.0,110.0,2,BAHAYA (Merah)
-11.0,111.7,2,BAHAYA (Merah)
-11.0,112.3,2,BAHAYA (Merah)
-11.0,112.4,1,WASPADA (Kuning)
-11.0,112.6,2,BAHAYA (Merah)
-11.0,112.7,2,BAHAYA (Merah)
-11.0,113.2,1,WASPADA (Kuning)
-11.0,113.3,1,WASPADA (Kuning)
-11.0,113.4,1,WASPADA (Kuning)
-11.0,113.5,1,WASPADA (Kuning)
-11.0,113.7,2,BAHAYA (Merah)
-11.0,113.8,1,WASPADA (Kuning)
-11.0,113.9,1,WASPADA (Kuning)
-11.0,114.0,1,WASPADA (Kuning)
-11.0,114.5,2,BAHAYA (Merah)
-11.0,114.6,0,AMAN (Hijau)
-11.0,115.3,1,WASPADA (Kuning)
-11.0,115.5,2,BAHAYA (Merah)
-11.0,117.9,1,WASPADA (Kuning)
-11.0,118.2,1,WASPADA (Kuning)
-11.0,118.6,1,WASPADA (Kuning)
-11.0,119.5,2,BAHAYA (Merah)
-11.0,124.0,1,WASPADA (Kuning)
-10.9,107.4,2,BAHAYA (Merah)
-10.9,107.5,1,WASPADA (Kuning)
-10.9,110.0,1,WASPADA (Kuning)
-10.9,110.4,2,BAHAYA (Merah)
-10.9,110.6,1,WASPADA (Kuning)
-10.9,111.0,1,WASPADA (Kuning)
-10.9,111.2,1,WASPADA (Kuning)
-10.9,111.7,1,WASPADA (Kuning)
-10.9,112.1,1,WASPADA (Kuning)
-10.9,112.3,2,BAHAYA (Merah)
-10.9,112.4,1,WASPADA (Kuning)
-10.9,112.5,2,BAHAYA (Merah)
-10.9,112.8,2,BAHAYA (Merah)
-10.9,112.9,2,BAHAYA (Merah)
-10.9,113.0,1,WASPADA (Kuning)
-10.9,113.2,1,WASPADA (Kuning)
-10.9,113.3,1,WASPADA (Kuning)
-10.9,113.4,1,WASPADA (Kuning)
-10.9,113.5,2,BAHAYA (Merah)
-10.9,113.6,1,WASPADA (Kuning)
-10.9,113.7,1,WASPADA (Kuning)
-10.9,113.8,1,WASPADA (Kuning)
-10.9,113.9,1,WASPADA (Kuning)
-10.9,114.0,2,BAHAYA (Merah)
-10.9,114.4,1,WASPADA (Kuning)
-10.9,114.8,1,WASPADA (Kuning)
-10.9,115.0,1,WASPADA (Kuning)
-10.9,115.1,1,WASPADA (Kuning)
-10.9,115.5,1,WASPADA (Kuning)
-10.9,116.2,2,BAHAYA (Merah)
-10.9,116.3,1,WASPADA (Kuning)
-10.9,116.7,1,WASPADA (Kuning)
-10.9,117.0,2,BAHAYA (Merah)
-10.9,117.2,1,WASPADA (Kuning)
-10.9,118.4,1,WASPADA (Kuning)
-10.9,118.5,2,BAHAYA (Merah)
-10.9,118.6,1,WASPADA (Kuning)
-10.9,119.0,1,WASPADA (Kuning)
-10.9,119.8,1,WASPADA (Kuning)
-10.9,120.6,1,WASPADA (Kuning)
-10.9,121.1,1,WASPADA (Kuning)
-10.9,121.2,2,BAHAYA (Merah)
-10.9,121.6,1,WASPADA (Kuning)
-10.9,121.9,1,WASPADA (Kuning)
-10.9,122.1,1,WASPADA (Kuning)
-10.9,123.7,1,WASPADA (Kuning)
-10.9,123.8,1,WASPADA (Kuning)
-10.9,123.9,1,WASPADA (Kuning)
-10.9,124.0,1,WASPADA (Kuning)
-10.9,124.2,1,WASPADA (Kuning)
-10.9,124.3,2,BAHAYA (Merah)
-10.9,124.5,1,WASPADA (Kuning)
-10.9,124.7,1,WASPADA (Kuning)
-10.8,102.1,2,BAHAYA (Merah)
-10.8,107.9,1,WASPADA (Kuning)
-10.8,108.5,1,WASPADA (Kuning)
-10.8,109.4,1,WASPADA (Kuning)
-10.8,110.8,1,WASPADA (Kuning)
-10.8,111.5,1,WASPADA (Kuning)
-10.8,111.7,1,WASPADA (Kuning)
-10.8,112.0,1,WASPADA (Kuning)
-10.8,112.1,1,WASPADA (Kuning)
-10.8,112.3,1,WASPADA (Kuning)
-10.8,112.5,1,WASPADA (Kuning)
-10.8,112.6,2,BAHAYA (Merah)
-10.8,112.7,2,BAHAYA (Merah)
-10.8,112.8,2,BAHAYA (Merah)
-10.8,112.9,2,BAHAYA (Merah)
-10.8,113.0,2,BAHAYA (Merah)
-10.8,113.1,1,WASPADA (Kuning)
-10.8,113.2,1,WASPADA (Kuning)
-10.8,113.3,2,BAHAYA (Merah)
-10.8,113.4,2,BAHAYA (Merah)
-10.8,113.6,1,WASPADA (Kuning)
-10.8,113.7,1,WASPADA (Kuning)
-10.8,113.8,1,WASPADA (Kuning)
-10.8,113.9,1,WASPADA (Kuning)
-10.8,114.0,1,WASPADA (Kuning)
-10.8,114.7,1,WASPADA (Kuning)
-10.8,115.2,1,WASPADA (Kuning)
-10.8,116.3,2,BAHAYA (Merah)
-10.8,117.0,1,WASPADA (Kuning)
-10.8,117.1,1,WASPADA (Kuning)
-10.8,117.8,1,WASPADA (Kuning)
-10.8,118.1,1,WASPADA (Kuning)
-10.8,118.3,1,WASPADA (Kuning)
-10.8,119.1,1,WASPADA (Kuning)
-10.8,119.2,1,WASPADA (Kuning)
-10.8,119.3,1,WASPADA (Kuning)
-10.8,120.1,1,WASPADA (Kuning)
-10.8,120.2,1,WASPADA (Kuning)
-10.8,120.3,1,WASPADA (Kuning)
-10.8,120.4,1,WASPADA (Kuning)
-10.8,121.0,0,AMAN (Hijau)
-10.8,121.9,1,WASPADA (Kuning)
-10.8,122.2,0,AMAN (Hijau)
-10.8,122.3,2,BAHAYA (Merah)
-10.8,122.9,1,WASPADA (Kuning)
-10.8,123.1,1,WASPADA (Kuning)
-10.8,123.2,1,WASPADA (Kuning)
-10.8,123.3,0,AMAN (Hijau)
-10.8,123.4,1,WASPADA (Kuning)
-10.8,123.8,1,WASPADA (Kuning)
-10.8,124.0,1,WASPADA (Kuning)
-10.8,124.1,1,WASPADA (Kuning)
-10.8,124.2,2,BAHAYA (Merah)
-10.8,124.3,1,WASPADA (Kuning)
-10.8,124.4,1,WASPADA (Kuning)
-10.8,124.5,1,WASPADA (Kuning)
-10.8,124.6,1,WASPADA (Kuning)
-10.8,124.7,1,WASPADA (Kuning)
-10.8,125.6,1,WASPADA (Kuning)
-10.8,126.2,2,BAHAYA (Merah)
-10.7,96.2,2,BAHAYA (Merah)
-10.7,107.9,1,WASPADA (Kuning)
-10.7,108.0,2,BAHAYA (Merah)
-10.7,110.2,1,WASPADA (Kuning)
-10.7,110.3,1,WASPADA (Kuning)
-10.7,111.4,1,WASPADA (Kuning)
-10.7,111.9,1,WASPADA (Kuning)
-10.7,112.0,1,WASPADA (Kuning)
-10.7,112.1,1,WASPADA (Kuning)
-10.7,112.2,1,WASPADA (Kuning)
-10.7,112.3,1,WASPADA (Kuning)
-10.7,112.4,1,WASPADA (Kuning)
-10.7,112.6,1,WASPADA (Kuning)
-10.7,112.7,2,BAHAYA (Merah)
-10.7,113.0,1,WASPADA (Kuning)
-10.7,113.1,1,WASPADA (Kuning)
-10.7,113.2,1,WASPADA (Kuning)
-10.7,113.3,2,BAHAYA (Merah)
-10.7,113.4,1,WASPADA (Kuning)
-10.7,113.5,1,WASPADA (Kuning)
-10.7,113.6,2,BAHAYA (Merah)
-10.7,113.7,1,WASPADA (Kuning)
-10.7,113.8,2,BAHAYA (Merah)
-10.7,113.9,2,BAHAYA (Merah)
-10.7,114.0,1,WASPADA (Kuning)
-10.7,114.1,1,WASPADA (Kuning)
-10.7,114.2,1,WASPADA (Kuning)
-10.7,115.0,2,BAHAYA (Merah)
-10.7,115.8,1,WASPADA (Kuning)
-10.7,115.9,2,BAHAYA (Merah)
-10.7,116.0,1,WASPADA (Kuning)
-10.7,116.1,1,WASPADA (Kuning)
-10.7,116.2,0,AMAN (Hijau)
-10.7,117.2,1,WASPADA (Kuning)
-10.7,117.3,1,WASPADA (Kuning)
-10.7,118.6,1,WASPADA (Kuning)
-10.7,118.7,1,WASPADA (Kuning)
-10.7,118.8,1,WASPADA (Kuning)
-10.7,118.9,1,WASPADA (Kuning)
-10.7,119.0,1,WASPADA (Kuning)
-10.7,119.1,1,WASPADA (Kuning)
-10.7,119.4,1,WASPADA (Kuning)
-10.7,119.6,1,WASPADA (Kuning)
-10.7,120.0,1,WASPADA (Kuning)
-10.7,120.2,1,WASPADA (Kuning)
-10.7,120.3,1,WASPADA (Kuning)
-10.7,120.4,1,WASPADA (Kuning)
-10.7,120.5,1,WASPADA (Kuning)
-10.7,121.2,1,WASPADA (Kuning)
-10.7,121.7,1,WASPADA (Kuning)
-10.7,122.3,1,WASPADA (Kuning)
-10.7,122.8,1,WASPADA (Kuning)
-10.7,123.4,1,WASPADA (Kuning)
-10.7,123.5,1,WASPADA (Kuning)
-10.7,123.8,1,WASPADA (Kuning)
-10.7,123.9,2,BAHAYA (Merah)
-10.7,124.0,1,WASPADA (Kuning)
-10.7,124.3,1,WASPADA (Kuning)
-10.7,124.4,1,WASPADA (Kuning)
-10.7,124.5,1,WASPADA (Kuning)
-10.7,124.7,1,WASPADA (Kuning)
-10.6,107.4,1,WASPADA (Kuning)
-10.6,108.0,2,BAHAYA (Merah)
-10.6,108.1,1,WASPADA (Kuning)
-10.6,108.5,1,WASPADA (Kuning)
-10.6,108.6,1,WASPADA (Kuning)
-10.6,108.7,1,WASPADA (Kuning)
-10.6,109.6,2,BAHAYA (Merah)
-10.6,110.1,1,WASPADA (Kuning)
-10.6,110.4,0,AMAN (Hijau)
-10.6,111.7,1,WASPADA (Kuning)
-10.6,111.8,1,WASPADA (Kuning)
-10.6,111.9,2,BAHAYA (Merah)
-10.6,112.0,1,WASPADA (Kuning)
-10.6,112.1,1,WASPADA (Kuning)
-10.6,112.2,1,WASPADA (Kuning)
-10.6,112.4,1,WASPADA (Kuning)
-10.6,112.5,2,BAHAYA (Merah)
-10.6,112.6,2,BAHAYA (Merah)
-10.6,112.7,2,BAHAYA (Merah)
-10.6,112.8,2,BAHAYA (Merah)
-10.6,112.9,2,BAHAYA (Merah)
-10.6,113.0,1,WASPADA (Kuning)
-10.6,113.1,1,WASPADA (Kuning)
-10.6,113.2,1,WASPADA (Kuning)
-10.6,113.3,2,BAHAYA (Merah)
-10.6,113.4,2,BAHAYA (Merah)
-10.6,113.5,2,BAHAYA (Merah)
-10.6,113.6,2,BAHAYA (Merah)
-10.6,113.7,1,WASPADA (Kuning)
-10.6,113.8,1,WASPADA (Kuning)
-10.6,113.9,1,WASPADA (Kuning)
-10.6,114.0,1,WASPADA (Kuning)
-10.6,114.2,1,WASPADA (Kuning)
-10.6,114.3,1,WASPADA (Kuning)
-10.6,115.1,1,WASPADA (Kuning)
-10.6,115.3,1,WASPADA (Kuning)
-10.6,115.6,1,WASPADA (Kuning)
-10.6,115.8,1,WASPADA (Kuning)
-10.6,115.9,1,WASPADA (Kuning)
-10.6,116.0,0,AMAN (Hijau)
-10.6,116.4,1,WASPADA (Kuning)
-10.6,116.7,1,WASPADA (Kuning)
-10.6,116.9,1,WASPADA (Kuning)
-10.6,117.1,0,AMAN (Hijau)
-10.6,117.2,2,BAHAYA (Merah)
-10.6,117.4,1,WASPADA (Kuning)
-10.6,117.6,0,AMAN (Hijau)
-10.6,118.4,2,BAHAYA (Merah)
-10.6,118.8,1,WASPADA (Kuning)
-10.6,118.9,2,BAHAYA (Merah)
-10.6,119.0,1,WASPADA (Kuning)
-10.6,119.1,2,BAHAYA (Merah)
-10.6,119.3,1,WASPADA (Kuning)
-10.6,119.5,1,WASPADA (Kuning)
-10.6,120.1,1,WASPADA (Kuning)
-10.6,120.2,1,WASPADA (Kuning)
-10.6,120.3,1,WASPADA (Kuning)
-10.6,120.4,1,WASPADA (Kuning)
-10.6,120.5,1,WASPADA (Kuning)
-10.6,120.6,1,WASPADA (Kuning)
-10.6,120.7,1,WASPADA (Kuning)
-10.6,121.0,1,WASPADA (Kuning)
-10.6,121.3,1,WASPADA (Kuning)
-10.6,121.6,1,WASPADA (Kuning)
-10.6,121.7,2,BAHAYA (Merah)
-10.6,121.9,1,WASPADA (Kuning)
-10.6,122.1,1,WASPADA (Kuning)
-10.6,123.2,1,WASPADA (Kuning)
-10.6,123.5,1,WASPADA (Kuning)
-10.6,123.6,1,WASPADA (Kuning)
-10.6,123.9,1,WASPADA (Kuning)
-10.6,124.0,1,WASPADA (Kuning)
-10.6,124.1,2,BAHAYA (Merah)
-10.6,124.3,2,BAHAYA (Merah)
-10.6,124.4,1,WASPADA (Kuning)
-10.6,124.5,1,WASPADA (Kuning)
-10.6,124.6,1,WASPADA (Kuning)
-10.6,125.4,2,BAHAYA (Merah)
-10.6,128.1,1,WASPADA (Kuning)
-10.5,107.3,1,WASPADA (Kuning)
-10.5,107.4,1,WASPADA (Kuning)
-10.5,108.0,2,BAHAYA (Merah)
-10.5,108.1,2,BAHAYA (Merah)
-10.5,108.2,2,BAHAYA (Merah)
-10.5,108.3,2,BAHAYA (Merah)
-10.5,108.5,1,WASPADA (Kuning)
-10.5,108.7,1,WASPADA (Kuning)
-10.5,109.0,1,WASPADA (Kuning)
-10.5,109.5,1,WASPADA (Kuning)
-10.5,109.6,2,BAHAYA (Merah)
-10.5,109.9,1,WASPADA (Kuning)
-10.5,110.2,1,WASPADA (Kuning)
-10.5,110.3,1,WASPADA (Kuning)
-10.5,111.4,1,WASPADA (Kuning)
-10.5,111.5,1,WASPADA (Kuning)
-10.5,111.9,2,BAHAYA (Merah)
-10.5,112.4,0,AMAN (Hijau)
-10.5,112.8,2,BAHAYA (Merah)
-10.5,112.9,1,WASPADA (Kuning)
-10.5,113.0,2,BAHAYA (Merah)
-10.5,113.1,1,WASPADA (Kuning)
-10.5,113.2,1,WASPADA (Kuning)
-10.5,113.3,2,BAHAYA (Merah)
-10.5,113.4,2,BAHAYA (Merah)
-10.5,113.5,2,BAHAYA (Merah)
-10.5,113.6,1,WASPADA (Kuning)
-10.5,113.7,2,BAHAYA (Merah)
-10.5,113.9,1,WASPADA (Kuning)
-10.5,114.0,1,WASPADA (Kuning)
-10.5,114.3,2,BAHAYA (Merah)
-10.5,115.1,2,BAHAYA (Merah)
-10.5,115.2,1,WASPADA (Kuning)
-10.5,115.4,2,BAHAYA (Merah)
-10.5,115.5,1,WASPADA (Kuning)
-10.5,115.6,2,BAHAYA (Merah)
-10.5,115.8,1,WASPADA (Kuning)
-10.5,116.2,2,BAHAYA (Merah)
-10.5,116.4,1,WASPADA (Kuning)
-10.5,116.5,1,WASPADA (Kuning)
-10.5,116.9,1,WASPADA (Kuning)
-10.5,117.0,1,WASPADA (Kuning)
-10.5,117.4,1,WASPADA (Kuning)
-10.5,117.5,2,BAHAYA (Merah)
-10.5,117.6,0,AMAN (Hijau)
-10.5,118.3,2,BAHAYA (Merah)
-10.5,118.6,1,WASPADA (Kuning)
-10.5,118.7,2,BAHAYA (Merah)
-10.5,118.8,2,BAHAYA (Merah)
-10.5,118.9,1,WASPADA (Kuning)
-10.5,119.0,1,WASPADA (Kuning)
-10.5,119.1,2,BAHAYA (Merah)
-10.5,119.5,1,WASPADA (Kuning)
-10.5,119.7,1,WASPADA (Kuning)
-10.5,120.1,1,WASPADA (Kuning)
-10.5,120.2,1,WASPADA (Kuning)
-10.5,120.3,1,WASPADA (Kuning)
-10.5,120.4,1,WASPADA (Kuning)
-10.5,120.5,1,WASPADA (Kuning)
-10.5,120.7,2,BAHAYA (Merah)
-10.5,121.0,2,BAHAYA (Merah)
-10.5,121.3,1,WASPADA (Kuning)
-10.5,121.4,2,BAHAYA (Merah)
-10.5,121.5,1,WASPADA (Kuning)
-10.5,121.7,0,AMAN (Hijau)
-10.5,122.6,2,BAHAYA (Merah)
-10.5,123.3,1,WASPADA (Kuning)
-10.5,123.4,1,WASPADA (Kuning)
-10.5,123.5,1,WASPADA (Kuning)
-10.5,123.7,1,WASPADA (Kuning)
-10.5,123.8,1,WASPADA (Kuning)
-10.5,123.9,1,WASPADA (Kuning)
-10.5,124.0,1,WASPADA (Kuning)
-10.5,124.1,0,AMAN (Hijau)
-10.5,124.2,0,AMAN (Hijau)
-10.5,124.3,1,WASPADA (Kuning)
-10.5,124.4,1,WASPADA (Kuning)
-10.5,124.5,1,WASPADA (Kuning)
-10.5,124.6,1,WASPADA (Kuning)
-10.5,124.7,1,WASPADA (Kuning)
-10.5,124.9,1,WASPADA (Kuning)
-10.5,129.9,1,WASPADA (Kuning)
-10.4,105.4,1,WASPADA (Kuning)
-10.4,105.8,2,BAHAYA (Merah)
-10.4,107.4,1,WASPADA (Kuning)
-10.4,107.6,1,WASPADA (Kuning)
-10.4,108.6,1,WASPADA (Kuning)
-10.4,109.5,1,WASPADA (Kuning)
-10.4,110.2,1,WASPADA (Kuning)
-10.4,110.4,1,WASPADA (Kuning)
-10.4,110.5,1,WASPADA (Kuning)
-10.4,111.1,2,BAHAYA (Merah)
-10.4,112.0,1,WASPADA (Kuning)
-10.4,112.2,2,BAHAYA (Merah)
-10.4,112.4,2,BAHAYA (Merah)
-10.4,112.5,1,WASPADA (Kuning)
-10.4,112.6,1,WASPADA (Kuning)
-10.4,112.7,2,BAHAYA (Merah)
-10.4,112.8,1,WASPADA (Kuning)
-10.4,112.9,2,BAHAYA (Merah)
-10.4,113.0,2,BAHAYA (Merah)
-10.4,113.6,1,WASPADA (Kuning)
-10.4,113.7,1,WASPADA (Kuning)
-10.4,114.1,2,BAHAYA (Merah)
-10.4,114.2,1,WASPADA (Kuning)
-10.4,114.4,1,WASPADA (Kuning)
-10.4,114.8,1,WASPADA (Kuning)
-10.4,115.7,1,WASPADA (Kuning)
-10.4,116.0,2,BAHAYA (Merah)
-10.4,116.1,1,WASPADA (Kuning)
-10.4,116.5,1,WASPADA (Kuning)
-10.4,116.7,1,WASPADA (Kuning)
-10.4,117.0,2,BAHAYA (Merah)
-10.4,117.3,1,WASPADA (Kuning)
-10.4,117.4,1,WASPADA (Kuning)
-10.4,117.5,2,BAHAYA (Merah)
-10.4,117.9,0,AMAN (Hijau)
-10.4,118.3,1,WASPADA (Kuning)
-10.4,118.5,1,WASPADA (Kuning)
-10.4,118.7,1,WASPADA (Kuning)
-10.4,118.8,1,WASPADA (Kuning)
-10.4,118.9,1,WASPADA (Kuning)
-10.4,119.0,1,WASPADA (Kuning)
-10.4,119.1,1,WASPADA (Kuning)
-10.4,119.2,1,WASPADA (Kuning)
-10.4,119.3,1,WASPADA (Kuning)
-10.4,119.9,1,WASPADA (Kuning)
-10.4,120.0,2,BAHAYA (Merah)
-10.4,120.1,1,WASPADA (Kuning)
-10.4,120.2,1,WASPADA (Kuning)
-10.4,120.3,1,WASPADA (Kuning)
-10.4,120.4,0,AMAN (Hijau)
-10.4,120.6,1,WASPADA (Kuning)
-10.4,120.7,1,WASPADA (Kuning)
-10.4,120.8,0,AMAN (Hijau)
-10.4,120.9,1,WASPADA (Kuning)
-10.4,121.3,1,WASPADA (Kuning)
-10.4,122.3,1,WASPADA (Kuning)
-10.4,122.7,1,WASPADA (Kuning)
-10.4,123.4,1,WASPADA (Kuning)
-10.4,123.5,1,WASPADA (Kuning)
-10.4,123.6,1,WASPADA (Kuning)
-10.4,123.7,1,WASPADA (Kuning)
-10.4,123.8,2,BAHAYA (Merah)
-10.4,123.9,1,WASPADA (Kuning)
-10.4,124.0,1,WASPADA (Kuning)
-10.4,124.1,1,WASPADA (Kuning)
-10.4,124.2,2,BAHAYA (Merah)
-10.4,124.4,2,BAHAYA (Merah)
-10.4,124.5,1,WASPADA (Kuning)
-10.4,124.7,1,WASPADA (Kuning)
-10.4,124.9,1,WASPADA (Kuning)
-10.4,125.7,1,WASPADA (Kuning)
-10.4,127.4,2,BAHAYA (Merah)
-10.3,107.0,1,WASPADA (Kuning)
-10.3,107.4,1,WASPADA (Kuning)
-10.3,107.5,1,WASPADA (Kuning)
-10.3,108.3,1,WASPADA (Kuning)
-10.3,108.5,1,WASPADA (Kuning)
-10.3,108.7,1,WASPADA (Kuning)
-10.3,108.9,1,WASPADA (Kuning)
-10.3,109.2,1,WASPADA (Kuning)
-10.3,109.8,1,WASPADA (Kuning)
-10.3,110.4,1,WASPADA (Kuning)
-10.3,111.1,2,BAHAYA (Merah)
-10.3,112.8,1,WASPADA (Kuning)
-10.3,113.1,1,WASPADA (Kuning)
-10.3,113.3,1,WASPADA (Kuning)
-10.3,113.4,2,BAHAYA (Merah)
-10.3,113.5,2,BAHAYA (Merah)
-10.3,113.6,2,BAHAYA (Merah)
-10.3,113.7,2,BAHAYA (Merah)
-10.3,113.8,2,BAHAYA (Merah)
-10.3,114.0,2,BAHAYA (Merah)
-10.3,114.1,2,BAHAYA (Merah)
-10.3,114.2,2,BAHAYA (Merah)
-10.3,115.5,1,WASPADA (Kuning)
-10.3,116.2,1,WASPADA (Kuning)
-10.3,116.4,1,WASPADA (Kuning)
-10.3,116.5,0,AMAN (Hijau)
-10.3,116.7,1,WASPADA (Kuning)
-10.3,116.8,2,BAHAYA (Merah)
-10.3,116.9,2,BAHAYA (Merah)
-10.3,117.0,2,BAHAYA (Merah)
-10.3,117.4,1,WASPADA (Kuning)
-10.3,117.5,1,WASPADA (Kuning)
-10.3,117.7,1,WASPADA (Kuning)
-10.3,117.8,1,WASPADA (Kuning)
-10.3,118.3,1,WASPADA (Kuning)
-10.3,118.6,1,WASPADA (Kuning)
-10.3,118.7,1,WASPADA (Kuning)
-10.3,118.8,1,WASPADA (Kuning)
-10.3,118.9,1,WASPADA (Kuning)
-10.3,119.0,1,WASPADA (Kuning)
-10.3,119.1,1,WASPADA (Kuning)
-10.3,119.2,1,WASPADA (Kuning)
-10.3,119.3,1,WASPADA (Kuning)
-10.3,119.4,2,BAHAYA (Merah)
-10.3,119.5,1,WASPADA (Kuning)
-10.3,119.6,1,WASPADA (Kuning)
-10.3,120.0,1,WASPADA (Kuning)
-10.3,120.1,1,WASPADA (Kuning)
-10.3,120.2,2,BAHAYA (Merah)
-10.3,120.3,1,WASPADA (Kuning)
-10.3,120.4,1,WASPADA (Kuning)
-10.3,120.5,2,BAHAYA (Merah)
-10.3,120.9,0,AMAN (Hijau)
-10.3,121.3,2,BAHAYA (Merah)
-10.3,121.5,1,WASPADA (Kuning)
-10.3,122.1,1,WASPADA (Kuning)
-10.3,122.3,2,BAHAYA (Merah)
-10.3,122.4,1,WASPADA (Kuning)
-10.3,122.7,1,WASPADA (Kuning)
-10.3,123.2,1,WASPADA (Kuning)
-10.3,123.6,1,WASPADA (Kuning)
-10.3,123.7,1,WASPADA (Kuning)
-10.3,123.8,2,BAHAYA (Merah)
-10.3,123.9,1,WASPADA (Kuning)
-10.3,124.0,0,AMAN (Hijau)
-10.3,124.1,1,WASPADA (Kuning)
-10.3,124.6,1,WASPADA (Kuning)
-10.3,124.7,0,AMAN (Hijau)
-10.3,124.8,1,WASPADA (Kuning)
-10.3,124.9,1,WASPADA (Kuning)
-10.3,125.0,1,WASPADA (Kuning)
-10.3,125.8,1,WASPADA (Kuning)
-10.3,126.4,2,BAHAYA (Merah)
-10.3,126.6,1,WASPADA (Kuning)
-10.2,105.2,1,WASPADA (Kuning)
-10.2,107.3,1,WASPADA (Kuning)
-10.2,107.4,1,WASPADA (Kuning)
-10.2,107.6,1,WASPADA (Kuning)
-10.2,107.8,1,WASPADA (Kuning)
-10.2,107.9,1,WASPADA (Kuning)
-10.2,108.1,1,WASPADA (Kuning)
-10.2,108.2,1,WASPADA (Kuning)
-10.2,108.3,1,WASPADA (Kuning)
-10.2,108.4,1,WASPADA (Kuning)
-10.2,108.5,1,WASPADA (Kuning)
-10.2,108.6,1,WASPADA (Kuning)
-10.2,108.7,1,WASPADA (Kuning)
-10.2,108.8,1,WASPADA (Kuning)
-10.2,109.4,2,BAHAYA (Merah)
-10.2,109.5,0,AMAN (Hijau)
-10.2,109.7,0,AMAN (Hijau)
-10.2,109.8,2,BAHAYA (Merah)
-10.2,110.3,2,BAHAYA (Merah)
-10.2,110.5,2,BAHAYA (Merah)
-10.2,110.6,2,BAHAYA (Merah)
-10.2,111.2,2,BAHAYA (Merah)
-10.2,111.4,2,BAHAYA (Merah)
-10.2,111.5,1,WASPADA (Kuning)
-10.2,112.1,1,WASPADA (Kuning)
-10.2,112.8,2,BAHAYA (Merah)
-10.2,113.1,2,BAHAYA (Merah)
-10.2,113.4,2,BAHAYA (Merah)
-10.2,113.5,2,BAHAYA (Merah)
-10.2,113.6,2,BAHAYA (Merah)
-10.2,113.7,2,BAHAYA (Merah)
-10.2,113.8,1,WASPADA (Kuning)
-10.2,113.9,2,BAHAYA (Merah)
-10.2,115.8,1,WASPADA (Kuning)
-10.2,115.9,1,WASPADA (Kuning)
-10.2,116.0,1,WASPADA (Kuning)
-10.2,116.1,1,WASPADA (Kuning)
-10.2,116.3,1,WASPADA (Kuning)
-10.2,116.5,1,WASPADA (Kuning)
-10.2,116.6,1,WASPADA (Kuning)
-10.2,116.7,2,BAHAYA (Merah)
-10.2,117.0,2,BAHAYA (Merah)
-10.2,117.1,0,AMAN (Hijau)
-10.2,117.2,2,BAHAYA (Merah)
-10.2,117.3,1,WASPADA (Kuning)
-10.2,117.4,0,AMAN (Hijau)
-10.2,117.6,1,WASPADA (Kuning)
-10.2,117.8,2,BAHAYA (Merah)
-10.2,118.2,2,BAHAYA (Merah)
-10.2,118.4,0,AMAN (Hijau)
-10.2,118.5,2,BAHAYA (Merah)
-10.2,118.7,1,WASPADA (Kuning)
-10.2,118.8,1,WASPADA (Kuning)
-10.2,118.9,1,WASPADA (Kuning)
-10.2,119.0,1,WASPADA (Kuning)
-10.2,119.1,1,WASPADA (Kuning)
-10.2,119.2,1,WASPADA (Kuning)
-10.2,119.3,1,WASPADA (Kuning)
-10.2,119.4,1,WASPADA (Kuning)
-10.2,119.5,1,WASPADA (Kuning)
-10.2,119.9,1,WASPADA (Kuning)
-10.2,120.1,2,BAHAYA (Merah)
-10.2,120.2,1,WASPADA (Kuning)
-10.2,120.3,2,BAHAYA (Merah)
-10.2,120.6,1,WASPADA (Kuning)
-10.2,120.8,1,WASPADA (Kuning)
-10.2,121.4,1,WASPADA (Kuning)
-10.2,122.2,1,WASPADA (Kuning)
-10.2,122.3,2,BAHAYA (Merah)
-10.2,122.4,2,BAHAYA (Merah)
-10.2,122.7,2,BAHAYA (Merah)
-10.2,123.0,1,WASPADA (Kuning)
-10.2,123.1,1,WASPADA (Kuning)
-10.2,123.2,2,BAHAYA (Merah)
-10.2,123.3,1,WASPADA (Kuning)
-10.2,123.6,1,WASPADA (Kuning)
-10.2,123.7,2,BAHAYA (Merah)
-10.2,123.8,1,WASPADA (Kuning)
-10.2,123.9,1,WASPADA (Kuning)
-10.2,124.0,0,AMAN (Hijau)
-10.2,124.1,1,WASPADA (Kuning)
-10.2,124.2,2,BAHAYA (Merah)
-10.2,124.3,1,WASPADA (Kuning)
-10.2,124.5,1,WASPADA (Kuning)
-10.2,124.6,1,WASPADA (Kuning)
-10.2,124.7,1,WASPADA (Kuning)
-10.2,125.2,1,WASPADA (Kuning)
-10.2,125.5,0,AMAN (Hijau)
-10.2,126.7,1,WASPADA (Kuning)
-10.1,107.1,1,WASPADA (Kuning)
-10.1,107.2,1,WASPADA (Kuning)
-10.1,107.3,2,BAHAYA (Merah)
-10.1,107.5,1,WASPADA (Kuning)
-10.1,107.6,1,WASPADA (Kuning)
-10.1,107.7,1,WASPADA (Kuning)
-10.1,107.9,1,WASPADA (Kuning)
-10.1,108.0,1,WASPADA (Kuning)
-10.1,108.2,1,WASPADA (Kuning)
-10.1,108.3,1,WASPADA (Kuning)
-10.1,108.5,1,WASPADA (Kuning)
-10.1,108.7,1,WASPADA (Kuning)
