Lat_Grid,Lon_Grid,Kode_Klaster,Status_Area
-8.9,119.6,1,WASPADA (Kuning)
-8.9,119.7,0,AMAN (Hijau)
-8.9,120.1,1,WASPADA (Kuning)
-8.9,120.2,1,WASPADA (Kuning)
-8.9,120.4,1,WASPADA (Kuning)
-8.9,120.7,1,WASPADA (Kuning)
-8.9,121.0,2,BAHAYA (Merah)
-8.9,121.4,1,WASPADA (Kuning)
-8.9,121.5,2,BAHAYA (Merah)
-8.9,121.9,2,BAHAYA (Merah)
-8.9,122.1,1,WASPADA (Kuning)
-8.9,122.4,1,WASPADA (Kuning)
-8.9,122.5,2,BAHAYA (Merah)
-8.9,122.6,2,BAHAYA (Merah)
-8.9,122.7,1,WASPADA (Kuning)
-8.9,123.1,1,WASPADA (Kuning)
-8.9,123.2,1,WASPADA (Kuning)
-8.9,123.3,1,WASPADA (Kuning)
-8.9,123.4,2,BAHAYA (Merah)
-8.9,123.5,1,WASPADA (Kuning)
-8.9,123.6,2,BAHAYA (Merah)
-8.9,123.7,2,BAHAYA (Merah)
-8.9,123.8,1,WASPADA (Kuning)
-8.9,123.9,1,WASPADA (Kuning)
-8.9,124.0,1,WASPADA (Kuning)
-8.9,124.1,1,WASPADA (Kuning)
-8.9,124.2,1,WASPADA (Kuning)
-8.9,124.3,2,BAHAYA (Merah)
-8.9,124.4,1,WASPADA (Kuning)
-8.9,124.5,1,WASPADA (Kuning)
-8.9,124.6,1,WASPADA (Kuning)
-8.9,124.7,1,WASPADA (Kuning)
-8.9,125.1,1,WASPADA (Kuning)
-8.9,125.2,1,WASPADA (Kuning)
-8.9,125.3,1,WASPADA (Kuning)
-8.9,125.4,1,WASPADA (Kuning)
-8.9,125.5,2,BAHAYA (Merah)
-8.9,125.6,1,WASPADA (Kuning)
-8.9,125.7,1,WASPADA (Kuning)
-8.9,126.1,1,WASPADA (Kuning)
-8.9,126.6,1,WASPADA (Kuning)
-8.9,126.8,1,WASPADA (Kuning)
-8.9,126.9,1,WASPADA (Kuning)
-8.9,127.0,1,WASPADA (Kuning)
-8.9,127.1,1,WASPADA (Kuning)
-8.9,127.3,2,BAHAYA (Merah)
-8.9,127.4,1,WASPADA (Kuning)
-8.9,127.5,1,WASPADA (Kuning)
-8.9,127.7,1,WASPADA (Kuning)
-8.9,127.8,1,WASPADA (Kuning)
-8.9,127.9,2,BAHAYA (Merah)
-8.9,128.0,2,BAHAYA (Merah)
-8.9,128.1,1,WASPADA (Kuning)
-8.9,128.2,0,AMAN (Hijau)
-8.9,128.4,2,BAHAYA (Merah)
-8.9,128.6,1,WASPADA (Kuning)
-8.9,129.3,1,WASPADA (Kuning)
-8.9,129.5,1,WASPADA (Kuning)
-8.9,129.7,0,AMAN (Hijau)
-8.9,129.8,0,AMAN (Hijau)
-8.9,130.0,1,WASPADA (Kuning)
-8.9,130.2,1,WASPADA (Kuning)
-8.9,130.3,1,WASPADA (Kuning)
-8.9,131.3,1,WASPADA (Kuning)
-8.9,133.9,2,BAHAYA (Merah)
-8.9,134.7,1,WASPADA (Kuning)
-8.8,104.9,1,WASPADA (Kuning)
-8.8,105.4,2,BAHAYA (Merah)
-8.8,105.5,1,WASPADA (Kuning)
-8.8,105.8,1,WASPADA (Kuning)
-8.8,105.9,1,WASPADA (Kuning)
-8.8,106.0,1,WASPADA (Kuning)
-8.8,106.1,1,WASPADA (Kuning)
-8.8,106.2,2,BAHAYA (Merah)
-8.8,106.4,2,BAHAYA (Merah)
-8.8,107.8,1,WASPADA (Kuning)
-8.8,108.1,1,WASPADA (Kuning)
-8.8,108.2,1,WASPADA (Kuning)
-8.8,108.4,0,AMAN (Hijau)
-8.8,108.5,1,WASPADA (Kuning)
-8.8,108.6,1,WASPADA (Kuning)
-8.8,108.7,2,BAHAYA (Merah)
-8.8,108.8,1,WASPADA (Kuning)
-8.8,109.0,2,BAHAYA (Merah)
-8.8,109.1,1,WASPADA (Kuning)
-8.8,109.3,1,WASPADA (Kuning)
-8.8,109.6,2,BAHAYA (Merah)
-8.8,109.8,1,WASPADA (Kuning)
-8.8,110.2,1,WASPADA (Kuning)
-8.8,110.3,2,BAHAYA (Merah)
-8.8,110.4,1,WASPADA (Kuning)
-8.8,110.5,1,WASPADA (Kuning)
-8.8,110.6,1,WASPADA (Kuning)
-8.8,110.7,1,WASPADA (Kuning)
-8.8,110.8,2,BAHAYA (Merah)
-8.8,110.9,2,BAHAYA (Merah)
-8.8,111.0,1,WASPADA (Kuning)
-8.8,111.2,2,BAHAYA (Merah)
-8.8,111.3,1,WASPADA (Kuning)
-8.8,111.4,2,BAHAYA (Merah)
-8.8,111.5,1,WASPADA (Kuning)
-8.8,111.8,2,BAHAYA (Merah)
-8.8,111.9,1,WASPADA (Kuning)
-8.8,112.0,1,WASPADA (Kuning)
-8.8,112.2,1,WASPADA (Kuning)
-8.8,112.4,1,WASPADA (Kuning)
-8.8,112.5,1,WASPADA (Kuning)
-8.8,112.6,2,BAHAYA (Merah)
-8.8,112.8,1,WASPADA (Kuning)
-8.8,113.0,1,WASPADA (Kuning)
-8.8,113.1,1,WASPADA (Kuning)
-8.8,113.7,1,WASPADA (Kuning)
-8.8,113.8,1,WASPADA (Kuning)
-8.8,113.9,2,BAHAYA (Merah)
-8.8,114.5,2,BAHAYA (Merah)
-8.8,114.6,2,BAHAYA (Merah)
-8.8,114.7,1,WASPADA (Kuning)
-8.8,114.8,1,WASPADA (Kuning)
-8.8,115.0,1,WASPADA (Kuning)
-8.8,115.1,0,AMAN (Hijau)
-8.8,115.2,1,WASPADA (Kuning)
-8.8,115.3,0,AMAN (Hijau)
-8.8,115.4,1,WASPADA (Kuning)
-8.8,115.5,1,WASPADA (Kuning)
-8.8,115.8,1,WASPADA (Kuning)
-8.8,116.1,0,AMAN (Hijau)
-8.8,116.2,0,AMAN (Hijau)
-8.8,116.8,1,WASPADA (Kuning)
-8.8,116.9,1,WASPADA (Kuning)
-8.8,117.4,0,AMAN (Hijau)
-8.8,117.5,1,WASPADA (Kuning)
-8.8,117.6,1,WASPADA (Kuning)
-8.8,117.7,1,WASPADA (Kuning)
-8.8,117.8,2,BAHAYA (Merah)
-8.8,117.9,1,WASPADA (Kuning)
-8.8,118.0,1,WASPADA (Kuning)
-8.8,118.1,1,WASPADA (Kuning)
-8.8,118.2,1,WASPADA (Kuning)
-8.8,118.3,1,WASPADA (Kuning)
-8.8,118.4,1,WASPADA (Kuning)
-8.8,118.5,2,BAHAYA (Merah)
-8.8,118.6,1,WASPADA (Kuning)
-8.8,118.8,1,WASPADA (Kuning)
-8.8,118.9,2,BAHAYA (Merah)
-8.8,119.0,1,WASPADA (Kuning)
-8.8,119.2,1,WASPADA (Kuning)
-8.8,119.3,2,BAHAYA (Merah)
-8.8,119.4,1,WASPADA (Kuning)
-8.8,119.5,1,WASPADA (Kuning)
-8.8,119.6,2,BAHAYA (Merah)
-8.8,119.8,1,WASPADA (Kuning)
-8.8,120.0,0,AMAN (Hijau)
-8.8,120.1,2,BAHAYA (Merah)
-8.8,120.3,1,WASPADA (Kuning)
-8.8,120.5,1,WASPADA (Kuning)
-8.8,120.6,0,AMAN (Hijau)
-8.8,120.9,1,WASPADA (Kuning)
-8.8,121.2,1,WASPADA (Kuning)
-8.8,121.4,1,WASPADA (Kuning)
-8.8,121.5,1,WASPADA (Kuning)
-8.8,121.6,0,AMAN (Hijau)
-8.8,122.0,1,WASPADA (Kuning)
-8.8,122.1,2,BAHAYA (Merah)
-8.8,122.3,2,BAHAYA (Merah)
-8.8,122.5,1,WASPADA (Kuning)
-8.8,122.6,2,BAHAYA (Merah)
-8.8,123.0,1,WASPADA (Kuning)
-8.8,123.2,2,BAHAYA (Merah)
-8.8,123.3,1,WASPADA (Kuning)
-8.8,123.4,1,WASPADA (Kuning)
-8.8,123.5,2,BAHAYA (Merah)
-8.8,123.7,1,WASPADA (Kuning)
-8.8,123.8,2,BAHAYA (Merah)
-8.8,123.9,2,BAHAYA (Merah)
-8.8,124.0,2,BAHAYA (Merah)
-8.8,124.1,1,WASPADA (Kuning)
-8.8,124.2,1,WASPADA (Kuning)
-8.8,124.3,1,WASPADA (Kuning)
-8.8,124.4,1,WASPADA (Kuning)
-8.8,124.5,1,WASPADA (Kuning)
-8.8,124.6,1,WASPADA (Kuning)
-8.8,124.7,1,WASPADA (Kuning)
-8.8,125.0,1,WASPADA (Kuning)
-8.8,125.2,1,WASPADA (Kuning)
-8.8,125.3,1,WASPADA (Kuning)
-8.8,125.4,2,BAHAYA (Merah)
-8.8,125.5,2,BAHAYA (Merah)
-8.8,125.6,1,WASPADA (Kuning)
-8.8,125.7,1,WASPADA (Kuning)
-8.8,126.0,0,AMAN (Hijau)
-8.8,126.1,1,WASPADA (Kuning)
-8.8,126.6,1,WASPADA (Kuning)
-8.8,126.7,2,BAHAYA (Merah)
-8.8,126.8,1,WASPADA (Kuning)
-8.8,126.9,2,BAHAYA (Merah)
-8.8,127.0,1,WASPADA (Kuning)
-8.8,127.1,1,WASPADA (Kuning)
-8.8,127.2,1,WASPADA (Kuning)
-8.8,127.3,1,WASPADA (Kuning)
-8.8,127.4,1,WASPADA (Kuning)
-8.8,127.5,1,WASPADA (Kuning)
-8.8,127.6,1,WASPADA (Kuning)
-8.8,127.9,1,WASPADA (Kuning)
-8.8,128.2,1,WASPADA (Kuning)
-8.8,128.3,1,WASPADA (Kuning)
-8.8,128.8,1,WASPADA (Kuning)
-8.8,129.0,0,AMAN (Hijau)
-8.8,129.2,1,WASPADA (Kuning)
-8.8,129.3,1,WASPADA (Kuning)
-8.8,129.5,1,WASPADA (Kuning)
-8.8,129.7,1,WASPADA (Kuning)
-8.8,130.3,1,WASPADA (Kuning)
-8.8,130.4,1,WASPADA (Kuning)
-8.8,130.5,1,WASPADA (Kuning)
-8.8,130.7,1,WASPADA (Kuning)
-8.8,130.8,1,WASPADA (Kuning)
-8.8,131.2,0,AMAN (Hijau)
-8.7,103.9,1,WASPADA (Kuning)
-8.7,105.4,1,WASPADA (Kuning)
-8.7,105.6,1,WASPADA (Kuning)
-8.7,105.8,1,WASPADA (Kuning)
-8.7,106.0,2,BAHAYA (Merah)
-8.7,106.1,1,WASPADA (Kuning)
-8.7,106.2,2,BAHAYA (Merah)
-8.7,106.3,1,WASPADA (Kuning)
-8.7,106.4,2,BAHAYA (Merah)
-8.7,106.5,1,WASPADA (Kuning)
-8.7,107.5,1,WASPADA (Kuning)
-8.7,108.1,2,BAHAYA (Merah)
-8.7,108.5,1,WASPADA (Kuning)
-8.7,108.7,1,WASPADA (Kuning)
-8.7,108.8,2,BAHAYA (Merah)
-8.7,108.9,2,BAHAYA (Merah)
-8.7,109.1,1,WASPADA (Kuning)
-8.7,109.3,1,WASPADA (Kuning)
-8.7,109.8,2,BAHAYA (Merah)
-8.7,109.9,1,WASPADA (Kuning)
-8.7,110.2,1,WASPADA (Kuning)
-8.7,110.3,1,WASPADA (Kuning)
-8.7,110.4,1,WASPADA (Kuning)
-8.7,110.5,0,AMAN (Hijau)
-8.7,110.6,2,BAHAYA (Merah)
-8.7,110.7,1,WASPADA (Kuning)
-8.7,110.9,1,WASPADA (Kuning)
-8.7,111.0,2,BAHAYA (Merah)
-8.7,111.1,1,WASPADA (Kuning)
-8.7,111.2,2,BAHAYA (Merah)
-8.7,111.4,1,WASPADA (Kuning)
-8.7,111.5,2,BAHAYA (Merah)
-8.7,111.6,1,WASPADA (Kuning)
-8.7,111.8,2,BAHAYA (Merah)
-8.7,112.0,2,BAHAYA (Merah)
-8.7,112.1,1,WASPADA (Kuning)
-8.7,112.3,1,WASPADA (Kuning)
-8.7,112.4,1,WASPADA (Kuning)
-8.7,112.5,1,WASPADA (Kuning)
-8.7,112.6,1,WASPADA (Kuning)
-8.7,113.0,0,AMAN (Hijau)
-8.7,113.1,1,WASPADA (Kuning)
-8.7,113.2,1,WASPADA (Kuning)
-8.7,113.3,2,BAHAYA (Merah)
-8.7,113.4,1,WASPADA (Kuning)
-8.7,113.6,1,WASPADA (Kuning)
-8.7,114.1,1,WASPADA (Kuning)
-8.7,114.5,1,WASPADA (Kuning)
-8.7,114.6,1,WASPADA (Kuning)
-8.7,114.7,2,BAHAYA (Merah)
-8.7,114.8,1,WASPADA (Kuning)
-8.7,114.9,1,WASPADA (Kuning)
-8.7,115.1,0,AMAN (Hijau)
-8.7,115.3,1,WASPADA (Kuning)
-8.7,115.4,0,AMAN (Hijau)
-8.7,115.5,1,WASPADA (Kuning)
-8.7,115.6,1,WASPADA (Kuning)
-8.7,115.8,1,WASPADA (Kuning)
-8.7,116.0,0,AMAN (Hijau)
-8.7,116.1,1,WASPADA (Kuning)
-8.7,116.3,1,WASPADA (Kuning)
-8.7,116.4,1,WASPADA (Kuning)
-8.7,116.6,1,WASPADA (Kuning)
-8.7,116.8,1,WASPADA (Kuning)
-8.7,116.9,1,WASPADA (Kuning)
-8.7,117.0,2,BAHAYA (Merah)
-8.7,117.3,1,WASPADA (Kuning)
-8.7,117.4,0,AMAN (Hijau)
-8.7,117.5,1,WASPADA (Kuning)
-8.7,117.6,2,BAHAYA (Merah)
-8.7,117.8,2,BAHAYA (Merah)
-8.7,117.9,2,BAHAYA (Merah)
-8.7,118.0,1,WASPADA (Kuning)
-8.7,118.2,1,WASPADA (Kuning)
-8.7,118.3,1,WASPADA (Kuning)
-8.7,118.4,1,WASPADA (Kuning)
-8.7,118.5,1,WASPADA (Kuning)
-8.7,118.6,1,WASPADA (Kuning)
-8.7,118.7,1,WASPADA (Kuning)
-8.7,118.8,1,WASPADA (Kuning)
-8.7,118.9,1,WASPADA (Kuning)
-8.7,119.0,2,BAHAYA (Merah)
-8.7,119.1,1,WASPADA (Kuning)
-8.7,119.3,1,WASPADA (Kuning)
-8.7,119.4,2,BAHAYA (Merah)
-8.7,119.5,1,WASPADA (Kuning)
-8.7,119.6,1,WASPADA (Kuning)
-8.7,119.7,1,WASPADA (Kuning)
-8.7,119.8,1,WASPADA (Kuning)
-8.7,120.1,1,WASPADA (Kuning)
-8.7,120.2,1,WASPADA (Kuning)
-8.7,120.3,1,WASPADA (Kuning)
-8.7,120.4,1,WASPADA (Kuning)
-8.7,120.5,1,WASPADA (Kuning)
-8.7,120.8,0,AMAN (Hijau)
-8.7,120.9,1,WASPADA (Kuning)
-8.7,121.5,1,WASPADA (Kuning)
-8.7,121.6,2,BAHAYA (Merah)
-8.7,121.7,1,WASPADA (Kuning)
-8.7,121.9,1,WASPADA (Kuning)
-8.7,122.1,1,WASPADA (Kuning)
-8.7,122.2,1,WASPADA (Kuning)
-8.7,122.3,1,WASPADA (Kuning)
-8.7,122.4,2,BAHAYA (Merah)
-8.7,122.5,1,WASPADA (Kuning)
-8.7,122.6,1,WASPADA (Kuning)
-8.7,122.7,1,WASPADA (Kuning)
-8.7,122.8,1,WASPADA (Kuning)
-8.7,122.9,1,WASPADA (Kuning)
-8.7,123.0,1,WASPADA (Kuning)
-8.7,123.1,1,WASPADA (Kuning)
-8.7,123.2,1,WASPADA (Kuning)
-8.7,123.3,1,WASPADA (Kuning)
-8.7,123.4,1,WASPADA (Kuning)
-8.7,123.5,1,WASPADA (Kuning)
-8.7,123.6,0,AMAN (Hijau)
-8.7,123.7,1,WASPADA (Kuning)
-8.7,123.9,2,BAHAYA (Merah)
-8.7,124.0,2,BAHAYA (Merah)
-8.7,124.1,1,WASPADA (Kuning)
-8.7,124.2,1,WASPADA (Kuning)
-8.7,124.3,1,WASPADA (Kuning)
-8.7,124.4,1,WASPADA (Kuning)
-8.7,124.5,1,WASPADA (Kuning)
-8.7,125.0,1,WASPADA (Kuning)
-8.7,125.2,0,AMAN (Hijau)
-8.7,125.4,1,WASPADA (Kuning)
-8.7,125.6,1,WASPADA (Kuning)
-8.7,126.8,2,BAHAYA (Merah)
-8.7,126.9,2,BAHAYA (Merah)
-8.7,127.1,1,WASPADA (Kuning)
-8.7,127.2,1,WASPADA (Kuning)
-8.7,127.3,1,WASPADA (Kuning)
-8.7,127.4,1,WASPADA (Kuning)
-8.7,127.5,1,WASPADA (Kuning)
-8.7,127.8,1,WASPADA (Kuning)
-8.7,127.9,1,WASPADA (Kuning)
-8.7,128.1,1,WASPADA (Kuning)
-8.7,128.3,2,BAHAYA (Merah)
-8.7,128.4,1,WASPADA (Kuning)
-8.7,128.5,1,WASPADA (Kuning)
-8.7,128.8,1,WASPADA (Kuning)
-8.7,129.1,1,WASPADA (Kuning)
-8.7,129.4,1,WASPADA (Kuning)
-8.7,129.5,1,WASPADA (Kuning)
-8.7,129.6,1,WASPADA (Kuning)
-8.7,129.7,1,WASPADA (Kuning)
-8.7,129.8,1,WASPADA (Kuning)
-8.7,130.0,1,WASPADA (Kuning)
-8.7,130.1,1,WASPADA (Kuning)
-8.7,130.3,1,WASPADA (Kuning)
-8.7,130.5,1,WASPADA (Kuning)
-8.7,132.0,1,WASPADA (Kuning)
-8.7,133.3,0,AMAN (Hijau)
-8.7,133.5,0,AMAN (Hijau)
-8.6,103.8,1,WASPADA (Kuning)
-8.6,105.4,1,WASPADA (Kuning)
-8.6,105.5,1,WASPADA (Kuning)
-8.6,105.7,1,WASPADA (Kuning)
-8.6,105.9,2,BAHAYA (Merah)
-8.6,106.0,2,BAHAYA (Merah)
-8.6,106.1,2,BAHAYA (Merah)
-8.6,106.3,1,WASPADA (Kuning)
-8.6,106.4,1,WASPADA (Kuning)
-8.6,106.7,2,BAHAYA (Merah)
-8.6,107.9,2,BAHAYA (Merah)
-8.6,108.2,1,WASPADA (Kuning)
-8.6,108.3,1,WASPADA (Kuning)
-8.6,108.6,1,WASPADA (Kuning)
-8.6,108.8,2,BAHAYA (Merah)
-8.6,109.3,2,BAHAYA (Merah)
-8.6,109.4,1,WASPADA (Kuning)
-8.6,109.8,1,WASPADA (Kuning)
-8.6,109.9,2,BAHAYA (Merah)
-8.6,110.0,2,BAHAYA (Merah)
-8.6,110.1,1,WASPADA (Kuning)
-8.6,110.2,0,AMAN (Hijau)
-8.6,110.3,1,WASPADA (Kuning)
-8.6,110.4,2,BAHAYA (Merah)
-8.6,110.5,1,WASPADA (Kuning)
-8.6,110.6,2,BAHAYA (Merah)
-8.6,110.9,1,WASPADA (Kuning)
-8.6,111.0,1,WASPADA (Kuning)
-8.6,111.1,2,BAHAYA (Merah)
-8.6,111.2,1,WASPADA (Kuning)
-8.6,111.3,1,WASPADA (Kuning)
-8.6,111.4,2,BAHAYA (Merah)
-8.6,111.5,2,BAHAYA (Merah)
-8.6,111.6,1,WASPADA (Kuning)
-8.6,111.7,1,WASPADA (Kuning)
-8.6,111.8,1,WASPADA (Kuning)
-8.6,112.0,1,WASPADA (Kuning)
-8.6,112.2,1,WASPADA (Kuning)
-8.6,112.4,1,WASPADA (Kuning)
-8.6,112.5,1,WASPADA (Kuning)
-8.6,112.6,1,WASPADA (Kuning)
-8.6,112.7,1,WASPADA (Kuning)
-8.6,112.9,1,WASPADA (Kuning)
-8.6,113.1,1,WASPADA (Kuning)
-8.6,113.2,0,AMAN (Hijau)
-8.6,113.8,2,BAHAYA (Merah)
-8.6,114.3,1,WASPADA (Kuning)
-8.6,114.4,1,WASPADA (Kuning)
-8.6,114.5,1,WASPADA (Kuning)
-8.6,114.6,1,WASPADA (Kuning)
-8.6,114.7,2,BAHAYA (Merah)
-8.6,114.8,1,WASPADA (Kuning)
-8.6,115.1,1,WASPADA (Kuning)
-8.6,115.2,0,AMAN (Hijau)
-8.6,115.3,0,AMAN (Hijau)
-8.6,115.4,1,WASPADA (Kuning)
-8.6,115.6,1,WASPADA (Kuning)
-8.6,115.9,0,AMAN (Hijau)
-8.6,116.0,0,AMAN (Hijau)
-8.6,116.1,0,AMAN (Hijau)
-8.6,116.2,1,WASPADA (Kuning)
-8.6,116.3,0,AMAN (Hijau)
-8.6,116.6,1,WASPADA (Kuning)
-8.6,116.7,0,AMAN (Hijau)
-8.6,116.8,1,WASPADA (Kuning)
-8.6,116.9,2,BAHAYA (Merah)
-8.6,117.4,0,AMAN (Hijau)
-8.6,117.5,2,BAHAYA (Merah)
-8.6,117.6,1,WASPADA (Kuning)
-8.6,117.7,1,WASPADA (Kuning)
-8.6,117.8,1,WASPADA (Kuning)
-8.6,118.0,1,WASPADA (Kuning)
-8.6,118.2,1,WASPADA (Kuning)
-8.6,118.3,1,WASPADA (Kuning)
-8.6,118.4,1,WASPADA (Kuning)
-8.6,118.6,1,WASPADA (Kuning)
-8.6,118.7,1,WASPADA (Kuning)
-8.6,118.8,1,WASPADA (Kuning)
-8.6,118.9,1,WASPADA (Kuning)
-8.6,119.0,1,WASPADA (Kuning)
-8.6,119.1,2,BAHAYA (Merah)
-8.6,119.2,1,WASPADA (Kuning)
-8.6,119.3,1,WASPADA (Kuning)
-8.6,119.4,1,WASPADA (Kuning)
-8.6,119.6,0,AMAN (Hijau)
-8.6,119.7,1,WASPADA (Kuning)
-8.6,119.8,1,WASPADA (Kuning)
-8.6,119.9,0,AMAN (Hijau)
-8.6,120.0,1,WASPADA (Kuning)
-8.6,120.4,0,AMAN (Hijau)
-8.6,120.5,0,AMAN (Hijau)
-8.6,120.6,2,BAHAYA (Merah)
-8.6,120.7,0,AMAN (Hijau)
-8.6,121.0,0,AMAN (Hijau)
-8.6,121.2,1,WASPADA (Kuning)
-8.6,121.5,2,BAHAYA (Merah)
-8.6,121.6,1,WASPADA (Kuning)
-8.6,121.7,1,WASPADA (Kuning)
-8.6,121.8,1,WASPADA (Kuning)
-8.6,122.0,1,WASPADA (Kuning)
-8.6,122.2,1,WASPADA (Kuning)
-8.6,122.3,1,WASPADA (Kuning)
-8.6,122.4,1,WASPADA (Kuning)
-8.6,122.5,1,WASPADA (Kuning)
-8.6,122.8,0,AMAN (Hijau)
-8.6,122.9,1,WASPADA (Kuning)
-8.6,123.0,1,WASPADA (Kuning)
-8.6,123.1,1,WASPADA (Kuning)
-8.6,123.2,1,WASPADA (Kuning)
-8.6,123.4,1,WASPADA (Kuning)
-8.6,123.5,1,WASPADA (Kuning)
-8.6,123.6,1,WASPADA (Kuning)
-8.6,123.9,2,BAHAYA (Merah)
-8.6,124.1,1,WASPADA (Kuning)
-8.6,124.2,1,WASPADA (Kuning)
-8.6,124.3,1,WASPADA (Kuning)
-8.6,124.8,1,WASPADA (Kuning)
-8.6,124.9,1,WASPADA (Kuning)
-8.6,125.0,1,WASPADA (Kuning)
-8.6,125.1,1,WASPADA (Kuning)
-8.6,125.2,1,WASPADA (Kuning)
-8.6,125.3,1,WASPADA (Kuning)
-8.6,126.1,0,AMAN (Hijau)
-8.6,126.3,1,WASPADA (Kuning)
-8.6,126.7,1,WASPADA (Kuning)
-8.6,126.8,1,WASPADA (Kuning)
-8.6,127.2,2,BAHAYA (Merah)
-8.6,127.3,1,WASPADA (Kuning)
-8.6,127.4,0,AMAN (Hijau)
-8.6,127.5,1,WASPADA (Kuning)
-8.6,127.9,1,WASPADA (Kuning)
-8.6,128.0,1,WASPADA (Kuning)
-8.6,128.1,1,WASPADA (Kuning)
-8.6,128.2,1,WASPADA (Kuning)
-8.6,128.4,1,WASPADA (Kuning)
-8.6,128.5,1,WASPADA (Kuning)
-8.6,128.6,1,WASPADA (Kuning)
-8.6,128.7,1,WASPADA (Kuning)
-8.6,128.8,1,WASPADA (Kuning)
-8.6,128.9,1,WASPADA (Kuning)
-8.6,129.0,1,WASPADA (Kuning)
-8.6,129.1,1,WASPADA (Kuning)
-8.6,129.2,1,WASPADA (Kuning)
-8.6,129.3,1,WASPADA (Kuning)
-8.6,129.4,1,WASPADA (Kuning)
-8.6,129.8,1,WASPADA (Kuning)
-8.6,130.0,1,WASPADA (Kuning)
-8.6,130.2,1,WASPADA (Kuning)
-8.6,130.3,1,WASPADA (Kuning)
-8.6,130.4,1,WASPADA (Kuning)
-8.6,130.5,1,WASPADA (Kuning)
-8.6,130.6,2,BAHAYA (Merah)
-8.6,130.7,1,WASPADA (Kuning)
-8.6,134.0,1,WASPADA (Kuning)
-8.6,134.9,1,WASPADA (Kuning)
-8.5,103.8,1,WASPADA (Kuning)
-8.5,105.0,1,WASPADA (Kuning)
-8.5,105.5,2,BAHAYA (Merah)
-8.5,106.3,1,WASPADA (Kuning)
-8.5,106.5,1,WASPADA (Kuning)
-8.5,106.7,1,WASPADA (Kuning)
-8.5,107.1,1,WASPADA (Kuning)
-8.5,107.6,2,BAHAYA (Merah)
-8.5,107.8,2,BAHAYA (Merah)
-8.5,107.9,1,WASPADA (Kuning)
-8.5,108.0,1,WASPADA (Kuning)
-8.5,108.1,2,BAHAYA (Merah)
-8.5,108.2,1,WASPADA (Kuning)
-8.5,108.3,2,BAHAYA (Merah)
-8.5,108.8,1,WASPADA (Kuning)
-8.5,108.9,1,WASPADA (Kuning)
-8.5,109.1,1,WASPADA (Kuning)
-8.5,109.2,1,WASPADA (Kuning)
-8.5,109.3,1,WASPADA (Kuning)
-8.5,109.4,2,BAHAYA (Merah)
-8.5,109.8,1,WASPADA (Kuning)
-8.5,110.2,1,WASPADA (Kuning)
-8.5,110.3,1,WASPADA (Kuning)
-8.5,110.5,1,WASPADA (Kuning)
-8.5,110.9,1,WASPADA (Kuning)
-8.5,111.1,2,BAHAYA (Merah)
-8.5,111.2,1,WASPADA (Kuning)
-8.5,111.3,1,WASPADA (Kuning)
-8.5,111.4,1,WASPADA (Kuning)
-8.5,111.7,1,WASPADA (Kuning)
-8.5,111.8,1,WASPADA (Kuning)
-8.5,112.1,2,BAHAYA (Merah)
-8.5,112.4,1,WASPADA (Kuning)
-8.5,112.5,2,BAHAYA (Merah)
-8.5,112.6,2,BAHAYA (Merah)
-8.5,112.8,1,WASPADA (Kuning)
-8.5,112.9,1,WASPADA (Kuning)
-8.5,113.0,1,WASPADA (Kuning)
-8.5,113.1,2,BAHAYA (Merah)
-8.5,113.2,2,BAHAYA (Merah)
-8.5,113.3,1,WASPADA (Kuning)
-8.5,113.4,2,BAHAYA (Merah)
-8.5,113.5,1,WASPADA (Kuning)
-8.5,113.6,2,BAHAYA (Merah)
-8.5,113.7,0,AMAN (Hijau)
-8.5,113.9,1,WASPADA (Kuning)
-8.5,114.2,0,AMAN (Hijau)
-8.5,115.3,2,BAHAYA (Merah)
-8.5,115.4,0,AMAN (Hijau)
-8.5,115.6,1,WASPADA (Kuning)
-8.5,115.7,0,AMAN (Hijau)
-8.5,115.8,0,AMAN (Hijau)
-8.5,116.0,0,AMAN (Hijau)
-8.5,116.1,1,WASPADA (Kuning)
-8.5,116.2,1,WASPADA (Kuning)
-8.5,116.3,1,WASPADA (Kuning)
-8.5,116.6,1,WASPADA (Kuning)
-8.5,116.7,1,WASPADA (Kuning)
-8.5,116.8,1,WASPADA (Kuning)
-8.5,116.9,1,WASPADA (Kuning)
-8.5,117.0,2,BAHAYA (Merah)
-8.5,117.1,1,WASPADA (Kuning)
-8.5,117.2,0,AMAN (Hijau)
-8.5,117.3,1,WASPADA (Kuning)
-8.5,117.4,1,WASPADA (Kuning)
-8.5,117.5,1,WASPADA (Kuning)
-8.5,117.6,1,WASPADA (Kuning)
-8.5,117.7,0,AMAN (Hijau)
-8.5,117.9,0,AMAN (Hijau)
-8.5,118.1,1,WASPADA (Kuning)
-8.5,118.2,1,WASPADA (Kuning)
-8.5,118.3,1,WASPADA (Kuning)
-8.5,118.4,1,WASPADA (Kuning)
-8.5,118.5,1,WASPADA (Kuning)
-8.5,118.6,1,WASPADA (Kuning)
-8.5,118.8,0,AMAN (Hijau)
-8.5,119.0,1,WASPADA (Kuning)
-8.5,119.1,1,WASPADA (Kuning)
-8.5,119.2,2,BAHAYA (Merah)
-8.5,119.3,1,WASPADA (Kuning)
-8.5,119.4,1,WASPADA (Kuning)
-8.5,119.5,2,BAHAYA (Merah)
